cell_type;min_sample;epsilon;x_roi_w_borders;y_roi_w_borders;id_cluster;in_cluster_edge;area_cluster;x_centroid;y_centroid;edge_cell_in_e1;edge_cell_in_e2;edge_cell_in_e3;edge_cell_in_e4;edge_cell_in_e5;edge_cell_in_e6;edge_cell_in_e7;edge_cell_in_e8;edge_cell_in_e9;edge_cell_in_e10;edge_cell_in_e11;edge_cell_in_e12;edge_cell_in_e13;edge_cell_in_e14;edge_cell_in_e15;edge_cell_in_e16;edge_cell_in_e17;edge_cell_in_e18;edge_cell_in_e19;edge_cell_in_e20;edge_cell_in_e21;edge_cell_in_e22;edge_cell_in_e23;edge_cell_in_e24;edge_cell_in_e25;edge_cell_in_e26;edge_cell_in_e27;edge_cell_in_e28;edge_cell_in_e29;edge_cell_in_e30;edge_cell_in_e31;edge_cell_in_e32;edge_cell_in_e33;edge_cell_in_e34;edge_cell_in_e35;edge_cell_in_e36;edge_cell_in_e37;edge_cell_in_e38;edge_cell_in_e39;edge_cell_in_e40;edge_cell_in_e41;edge_cell_in_e42;edge_cell_in_e43;edge_cell_in_e44;edge_cell_in_e45;edge_cell_in_e46;edge_cell_in_e47;edge_cell_in_e48;edge_cell_in_e49;edge_cell_in_e50;edge_cell_in_e51;edge_cell_in_e52;edge_cell_in_e53;edge_cell_in_e54;edge_cell_in_e55;edge_cell_in_e56;edge_cell_in_e57;edge_cell_in_e58;edge_cell_in_e59;edge_cell_in_e60;edge_cell_in_e61;edge_cell_in_e62;edge_cell_in_e63;edge_cell_in_e64;edge_cell_in_e65;edge_cell_in_e66;edge_cell_in_e67;edge_cell_in_e68;edge_cell_in_e69;edge_cell_in_e70;edge_cell_in_e71;edge_cell_in_e72;edge_cell_in_e73;edge_cell_in_e74;edge_cell_in_e75;edge_cell_in_e76;edge_cell_in_e77;edge_cell_in_e78;edge_cell_in_e79;edge_cell_in_e80;edge_cell_in_e81;edge_cell_in_e82;edge_cell_in_e83;edge_cell_in_e84;edge_cell_in_e85;edge_cell_in_e86;edge_cell_in_e87;edge_cell_in_e88;edge_cell_in_e89;edge_cell_in_e90;edge_cell_in_e91;edge_cell_in_e92;edge_cell_in_e93;edge_cell_in_e94;edge_cell_in_e95;edge_cell_in_e96;edge_cell_in_e97;edge_cell_in_e98;edge_cell_in_e99
other;4;1400.0;-1188;97;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1182;126;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True
other;4;1400.0;-1222;45;77;True;11349.0;-1156.0;69.0;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;False;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;True;False;True;True;True;False;True;True;False;True;True;True;True
other;4;1400.0;-1188;79;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1191;33;77;False;11349.0;-1156.0;69.0;True;False;False;True;False;False;False;False;False;False;False;False;True;True;True;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;False;True;True;True;True;False;False;True;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False
other;4;1400.0;-1186;139;77;True;11349.0;-1156.0;69.0;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;False
other;4;1400.0;-1177;10;77;True;11349.0;-1156.0;69.0;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;False;True;True;True;True;True;False;True;True;False;True;False;True;True;True;True;False;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True
other;4;1400.0;-1146;82;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1125;9;77;True;11349.0;-1156.0;69.0;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;False;True;False;True;True;True;True;True;False;True;True;True;False;True;True;False;False;False;True;True;True;False;True;False;True;False;True;True;True;False;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;False;True;True
other;4;1400.0;-1102;88;77;True;11349.0;-1156.0;69.0;True;False;True;True;False;False;False;False;False;True;True;True;True;True;True;True;True;True;False;True;False;True;True;False;True;True;True;False;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;False;False;True;False;False;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True
other;4;1400.0;-1160;62;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1169;91;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1146;26;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1085;29;77;True;11349.0;-1156.0;69.0;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True
other;4;1400.0;-1126;66;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1096;59;77;False;11349.0;-1156.0;69.0;False;True;False;False;True;True;True;True;True;True;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;True;True;False;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;True;False
other;4;1400.0;-1157;96;77;False;11349.0;-1156.0;69.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;-1125;93;77;False;11349.0;-1156.0;69.0;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False
other;4;1400.0;1186;-1176;80;True;2176.0;1147.0;-1195.0;True;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;False;False;True;False;True;False;True;False;True;True;True;False;False;False;True;True;True;True;True;False;True;True;True;False;True;False;False;True;True;True;True;False;True;True;False;False;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True
other;4;1400.0;1138;-1206;80;False;2176.0;1147.0;-1195.0;True;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;False;False;True;True;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;True;True;True;True;True;True;False;False;True;True;False;True;True;False;True;True;False;True;True;False;True;True;False;False;False;False;True;False;False;True;True;True
other;4;1400.0;1160;-1173;80;True;2176.0;1147.0;-1195.0;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;False;True;True;True;False;True;True;False;False;False;True;True;False;True;True;True;False;True;True;False;False;True;True;True;False;True;True;True;True;True;True;True;False;True;True;False;True;True;False;True;True;True;True;True;False;True;True;False;True;False;False;True;True;False;True;True;True
other;4;1400.0;1177;-1207;80;True;2176.0;1147.0;-1195.0;False;True;True;True;True;True;False;True;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;False;False;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;False;False;True;True;False;True;True;True;False;True;True;True;True;False;True;True;True;False;True;True;True;True;False;True;True;False;False;True
other;4;1400.0;1077;-1214;80;True;2176.0;1147.0;-1195.0;True;True;False;True;False;True;True;False;False;False;False;True;True;True;False;False;False;True;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;False;True;True;False;True;True;False;True;True;True;True;True;False;True;False;True;True;False;False;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False
other;4;1400.0;97;-1103;81;True;1509.0;112.0;-1126.0;True;True;True;True;False;True;False;True;True;True;False;True;True;True;False;False;True;True;False;True;True;True;True;True;False;True;True;False;False;True;False;True;True;True;True;True;True;True;True;True;False;False;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;False;True;False;False;True;True;True;True;True;True;True;True;True;True;True
other;4;1400.0;122;-1125;81;False;1509.0;112.0;-1126.0;False;False;True;True;False;True;False;True;True;False;False;False;True;True;False;False;True;True;False;True;True;True;False;False;False;False;True;False;False;False;False;False;True;True;True;False;True;True;True;True;False;False;True;True;False;False;False;False;True;True;True;True;True;False;False;True;True;False;True;True;True;False;True;True;True;False;False;True;False;True;True;True;True;True;True;False;True;False;True;True;False;False;True;False;False;True;False;False;False;True;True;True;False;True;False;True;True;False;False
other;4;1400.0;130;-1160;81;True;1509.0;112.0;-1126.0;True;True;False;False;True;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;True;False;False;False;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;False;True;True;False;True;True;False;True;True;True;True;False;False;True;True;True;False;True;True;True
other;4;1400.0;89;-1138;81;True;1509.0;112.0;-1126.0;False;False;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;False;True;True;True;False;True;False;True;True;True;False;True;True;True;True;True;True;True;True;False;True;False;False;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;True;False;True;True;True;True;False;True;True;True;False;True;False;True;True;False;False
other;4;1400.0;124;-1107;81;True;1509.0;112.0;-1126.0;True;True;True;True;True;False;True;False;False;True;True;True;True;False;True;True;True;False;True;False;False;True;True;True;True;True;True;True;True;True;True;True;False;False;False;True;False;True;True;True;True;True;False;False;True;True;True;True;False;False;False;False;True;True;True;False;True;True;True;True;True;True;True;False;False;True;True;False;True;False;False;True;False;False;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;True;True;False;True;True
other;4;1400.0;115;-815;82;False;6289.0;150.0;-825.0;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False;True;True;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;True;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;True;False;True;True;False;False;True;True;True;False;False;False;True;False;False;False;True;True;True;False;False;True;True;False;True;True;True;False;False;False;False;False;True;False
other;4;1400.0;203;-818;82;False;6289.0;150.0;-825.0;False;False;True;False;False;False;False;True;False;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;False;True;True;True;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;True;True;True;False;False;False;True
other;4;1400.0;193;-798;82;False;6289.0;150.0;-825.0;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False
other;4;1400.0;153;-828;82;False;6289.0;150.0;-825.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;94;-851;82;True;6289.0;150.0;-825.0;True;False;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;True;False;False;False;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;False;False;True;True;True;False;True;True;True;False;True;True;True;True;False;True;True;False;True;False;True;True;True;True;True;True;True
other;4;1400.0;119;-861;82;True;6289.0;150.0;-825.0;True;True;True;False;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;False;True;True
other;4;1400.0;138;-810;82;False;6289.0;150.0;-825.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;118;-832;82;False;6289.0;150.0;-825.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;191;-787;82;True;6289.0;150.0;-825.0;True;True;True;True;True;True;True;False;True;True;False;True;True;True;False;True;True;True;True;False;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True
other;4;1400.0;150;-859;82;True;6289.0;150.0;-825.0;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True
other;4;1400.0;216;-850;82;True;6289.0;150.0;-825.0;True;True;False;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;False;True;True;False;False;True;True;True;True;True;True;False;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;False
other;4;1400.0;117;-800;82;True;6289.0;150.0;-825.0;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;False;True;False;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;False;True;True;False;True;True;True;True;True;True;False;True
other;4;1400.0;1181;-1574;83;True;3269.5;1129.0;-1595.0;True;True;False;True;False;True;True;True;False;True;False;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
other;4;1400.0;1152;-1606;83;True;3269.5;1129.0;-1595.0;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;False;True;True;True;True;True;True;False;False;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True
other;4;1400.0;1076;-1632;83;True;3269.5;1129.0;-1595.0;False;True;True;True;True;True;False;False;True;False;True;False;False;True;False;True;True;True;False;True;True;True;False;False;True;False;True;True;True;True;True;True;True;False;False;True;False;True;True;False;True;True;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;False;False;True;False;False;True;True;True;False;True;True;True;True;True;True;False;False;True;False;False;False;True;True;True;True;False;True;True;True;False;False;True;True;True;False;True;True;True;True;True;True;False
other;4;1400.0;1125;-1602;83;False;3269.5;1129.0;-1595.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;1084;-1605;83;True;3269.5;1129.0;-1595.0;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;False;True;True;False;True;False;True;False;True;True;False;False;True;True;False;True;True;False;True;True;True;True;True;False;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;False;True;False;True;False;True
other;4;1400.0;1157;-1556;83;True;3269.5;1129.0;-1595.0;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;True;False;False;True;True;False;True;False;True;True;True;True
other;4;1400.0;180;-997;86;True;450.0;173.0;-989.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;193;-969;86;True;450.0;173.0;-989.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;146;-1001;86;True;450.0;173.0;-989.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
other;4;1400.0;1051;-1077;85;True;607.5;1090.0;-1053.0;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;False;True;False;False;True;False;True;True;True;True;False;True;True;False;False;False;False;False;True;True;False;True;False;True;True;True;True;True;False;True;True;True;False;True;True;True;True;True;False;True;False;False;True;True;True;False;False;False;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;True;True;False;False;True;True;True;False;True;False;True;True;True;False
other;4;1400.0;1108;-1049;85;True;607.5;1090.0;-1053.0;True;True;True;True;True;True;False;True;True;True;False;True;True;True;False;True;True;False;False;True;True;True;False;True;True;False;True;True;True;False;True;True;False;True;True;True;True;True;True;False;True;True;False;True;True;True;False;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;False;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;False;True
other;4;1400.0;1057;-1065;85;True;607.5;1090.0;-1053.0;True;False;True;True;True;False;True;True;False;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;False;True;True;False;False;False;False;False;False;False;True;True;True;True;True;True;True;True;False;True;True;True
other;4;1400.0;1144;-1024;85;True;607.5;1090.0;-1053.0;True;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;False;True;False;False;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;True;False;False;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;False;True;True
other;4;1400.0;123;-932;84;True;2304.0;94.0;-960.0;False;False;True;True;True;True;True;False;True;True;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;True;True;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;True;True;True;False;True;False;True;False;True;False;True;True;True;True;True;True;True;False;True;False;True;True;True;True;False;False;True;False;True;True;False;False;True;False;True;False;False;True;False;True;True;True;True;True;True;False;True
other;4;1400.0;39;-956;84;True;2304.0;94.0;-960.0;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;False;True;True;True;False;False;True;False;True;False;True;True;True;False;True;True;True;True;False;False;True;True;True;False;False;True;False;True;True;False;True;True;True;True;True;False;True;False;True;True;True;False;True;True;True;False;True;True;True;False;False;False;True;True;True;False;True;True;True;True;True;False;True;True;True;True;False;True;True;False;True;True;False;True;True;False
