;type_A;type_B;min_levelset;max_levelset;w_number;m_a;eta_t;k;mt_a;sigma_a;threshold;eta_s;eta_a;z_score;p_value;distance_association;proba
854;Tumor;T;300;400.0;6;1044.0;216.0;3997.314541960282;56.41387427305455;137.7361207141809;1368.3437779825558;216.0;159.58612572694545;21.441830412000396;;391.58132332925163;False
855;Tumor;T;400;500.0;7;667.0;202.0;3738.2293401665597;36.0421974522293;110.4583992988158;927.109652810884;202.0;165.9578025477707;27.804398394894044;;391.58132332925163;False
856;Tumor;T;500;600.0;8;351.0;142.0;2627.864189622037;18.966733591802825;80.35032001784369;540.2105442026699;142.0;123.03326640819718;28.336715885094243;;391.58132332925163;False
857;Tumor;T;600;700.0;9;236.0;75.0;1387.9564381806533;12.752561617280533;65.95147013187845;391.3038438658073;75.0;62.247438382719466;17.46672873064343;;391.58132332925163;False
858;Tumor;T;700;800.0;10;188.0;61.0;1128.8712363869315;10.158820271392965;58.88822624483312;326.6711755776507;61.0;50.84117972860703;15.977238514116122;;391.58132332925163;False
859;Tumor;T;800;900.0;11;102.0;34.0;629.2069186418962;5.511700360011077;43.40838947422118;204.2189456564065;34.0;28.488299639988924;12.145277100293875;;391.58132332925163;False
860;Tumor;T;900;1000.0;12;24.0;14.0;259.085201793722;1.2968706729437829;21.07039541870481;73.61698948869437;14.0;12.703129327056217;11.157132892960801;;391.58132332925163;False
861;Tumor;T;1000;1100.0;13;0.0;8.0;148.0486867392697;0.0;0.0;0.0;8.0;8.0;inf;;391.58132332925163;False
862;Tumor;T;1100;1200.0;14;0.0;8.0;148.0486867392697;0.0;0.0;0.0;8.0;8.0;inf;;391.58132332925163;False
863;Tumor;T;1200;inf;15;0.0;10.0;185.06085842408712;0.0;0.0;0.0;10.0;10.0;inf;;391.58132332925163;False
864;Tumor;Tumor_CD15;0;50.0;0;84660004.0;762.0;36294.56883759274;1777426.3509415674;;;0.0;-0.0;;;151.04014564955273;False
865;Tumor;Tumor_CD15;50;100.0;1;4604.0;167.0;7954.321516900247;96.66041262808086;449.2403480927476;5661.880176725483;167.0;70.33958737191914;7.457748466102958;;151.04014564955273;False
866;Tumor;Tumor_CD15;100;150.0;2;2233.0;103.0;4905.958779884583;46.881559817225146;319.76330771307124;2985.9850466681396;103.0;56.118440182774854;8.359179165994467;;151.04014564955273;False
867;Tumor;Tumor_CD15;150;200.0;3;1389.0;66.0;3143.624072547403;29.161883827194682;254.10324838712776;1987.3674228094867;66.0;36.838116172805314;6.905161912272066;;151.04014564955273;False
868;Tumor;Tumor_CD15;200;250.0;4;935.0;31.0;1476.5507007419621;19.630209775685405;209.31784743086652;1427.9058629129345;31.0;11.369790224314595;2.587217035665463;;151.04014564955273;False
869;Tumor;Tumor_CD15;250;300.0;5;735.0;22.0;1047.8746908491344;15.431234422597619;185.9117480712249;1172.7887109648643;0.0;0.0;1.682920493702574;;151.04014564955273;False
870;Tumor;Tumor_CD15;300;400.0;6;1044.0;42.0;2000.4880461665293;21.91865134311825;220.97029527345956;1564.3452806663502;42.0;20.08134865688175;4.32858201588968;;151.04014564955273;False
871;Tumor;Tumor_CD15;400;500.0;7;667.0;5.0;238.1533388293487;14.00358280254777;177.20859990780943;1084.2943632147794;0.0;-0.0;-2.4200104362528307;;151.04014564955273;False
872;Tumor;Tumor_CD15;500;600.0;8;351.0;10.0;476.3066776586974;7.369201744669066;128.90615655209086;654.5508013767612;0.0;0.0;0.9720767495543249;;151.04014564955273;False
873;Tumor;Tumor_CD15;600;700.0;9;236.0;2.0;95.26133553173949;4.954790916643589;105.8060569238865;485.15422373005356;0.0;-0.0;-1.3301569736173366;;151.04014564955273;False
874;Tumor;Tumor_CD15;700;800.0;10;188.0;0.0;0.0;3.94703683190252;94.47448261196259;410.4704053985774;0.0;-0.0;-1.9899553276430961;;151.04014564955273;False
875;Tumor;Tumor_CD15;800;900.0;11;102.0;0.0;0.0;2.1414774300747714;69.6401538661632;265.9900302630807;0.0;-0.0;-1.4646722377441475;;151.04014564955273;False
876;Tumor;Tumor_CD15;900;1000.0;12;24.0;1.0;47.630667765869745;0.5038770423705344;33.8032715968629;103.60062154391811;0.0;0.0;0.6990645180054933;;151.04014564955273;False
877;Tumor;Tumor_CD15;1000;1100.0;13;0.0;2.0;95.26133553173949;0.0;0.0;0.0;2.0;2.0;inf;;151.04014564955273;False
878;Tumor;Tumor_CD15;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;151.04014564955273;False
879;Tumor;Tumor_CD15;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;151.04014564955273;False
880;Tumor;other;0;50.0;0;84660004.0;14928.0;33245.19631499826;38014651.13147327;;;0.0;-0.0;;;228.99491356031814;False
881;Tumor;other;50;100.0;1;4604.0;3672.0;8177.67690706549;2067.321586818056;97.14021440314124;4832.747724055122;3672.0;1604.678413181944;36.78885134260037;;228.99491356031814;False
882;Tumor;other;100;150.0;2;2233.0;2033.0;4527.564583895463;1002.6779112434228;69.14311326081625;2395.8195890824154;2033.0;1030.3220887565772;33.185728493886096;;228.99491356031814;False
883;Tumor;other;150;200.0;3;1389.0;1247.0;2777.1141348340593;623.6988888119635;54.94529628439385;1518.386285070655;1247.0;623.3011111880365;25.263566286898453;;228.99491356031814;False
884;Tumor;other;200;250.0;4;935.0;859.0;1913.0240912770305;419.84050470783717;45.26125194266947;1041.582103337794;859.0;439.15949529216283;21.608418885890575;;228.99491356031814;False
885;Tumor;other;250;300.0;5;735.0;690.0;1536.6549743668813;330.03504915535865;40.20010033465005;829.6640020802893;690.0;359.96495084464135;19.94161625700977;;228.99491356031814;False
886;Tumor;other;300;400.0;6;1044.0;902.0;2008.7866476506188;468.78447798393796;47.780886001712666;1156.5153881261717;902.0;433.21552201606204;20.19189530340724;;228.99491356031814;False
887;Tumor;other;400;500.0;7;667.0;573.0;1276.0917395829317;299.5011942675159;38.31819973919876;757.2324648353649;573.0;273.4988057324841;15.895625152761102;;228.99491356031814;False
888;Tumor;other;500;600.0;8;351.0;383.0;852.9548625833559;157.60857449459982;27.873657694632943;416.6374478676528;383.0;225.39142550540018;18.0082165061533;;228.99491356031814;False
889;Tumor;other;600;700.0;9;236.0;272.0;605.7538449678141;105.97043755192468;22.87867307193734;289.8751579535078;272.0;166.02956244807532;16.16150743555792;;228.99491356031814;False
890;Tumor;other;700;800.0;10;188.0;161.0;358.5528273522723;84.41712821932983;20.428422192071665;236.10525806624543;161.0;76.58287178067017;8.348800790815082;;228.99491356031814;False
891;Tumor;other;800;900.0;11;102.0;62.0;138.07624407354584;45.800782331764054;15.058441447539359;137.45991976759055;62.0;16.199217668235946;2.3957488694449793;;228.99491356031814;False
892;Tumor;other;900;1000.0;12;24.0;40.0;89.08144778938441;10.776654666297425;7.309354701525944;41.2122149673945;40.0;29.223345333702575;8.903856831000091;;228.99491356031814;False
893;Tumor;other;1000;1100.0;13;0.0;46.0;102.44366495779208;0.0;0.0;0.0;46.0;46.0;inf;;228.99491356031814;False
894;Tumor;other;1100;1200.0;14;0.0;26.0;57.902941063099874;0.0;0.0;0.0;26.0;26.0;inf;;228.99491356031814;False
895;Tumor;other;1200;inf;15;0.0;49.0;109.1247735419959;0.0;0.0;0.0;49.0;49.0;inf;;228.99491356031814;False
896;Tumor_CD15;B;0;50.0;0;84620990.0;3.0;3851.733333333333;65908.76055801717;;;0.0;-0.0;;;0.0;False
897;Tumor_CD15;B;50;100.0;1;4968.0;3.0;3851.733333333333;3.8694267515923566;2414.539956182129;10653.807088345828;0.0;-0.0;-0.4623102897132039;;0.0;False
898;Tumor_CD15;B;100;150.0;2;4735.0;2.0;2567.822222222222;3.6879500138465797;2362.4334676110752;10298.105684582533;0.0;-0.0;-0.9173497613751881;;0.0;False
899;Tumor_CD15;B;150;200.0;3;4046.0;3.0;3851.733333333333;3.1513085018000555;2197.936304809582;9221.744468266857;0.0;-0.0;-0.08838594013919669;;0.0;False
900;Tumor_CD15;B;200;250.0;4;3505.0;2.0;2567.822222222222;2.729939767377458;2055.9931636289284;8346.493914159997;0.0;-0.0;-0.45582728306528675;;0.0;False
901;Tumor_CD15;B;250;300.0;5;3393.0;5.0;6419.555555555556;2.642706314040432;2024.963752762009;8161.425235465074;0.0;0.0;1.4946220896188367;;0.0;False
902;Tumor_CD15;B;300;400.0;6;5716.0;4.0;5135.644444444444;4.452021600664636;2571.5320120287997;11771.495128364186;0.0;-0.0;-0.22568474856266194;;0.0;False
903;Tumor_CD15;B;400;500.0;7;4850.0;1.0;1283.911111111111;3.7775200775408475;2388.3564781386103;10474.14970940032;0.0;-0.0;-1.4931141651300548;;0.0;False
904;Tumor_CD15;B;500;600.0;8;3989.0;5.0;6419.555555555556;3.1069129050124618;2183.5564415268345;9130.88247796384;0.0;0.0;1.113117806039403;;0.0;False
905;Tumor_CD15;B;600;700.0;9;3291.0;3.0;3851.733333333333;2.5632615618942123;1996.1637374390573;7991.606382085389;0.0;0.0;0.2809054802551999;;0.0;False
906;Tumor_CD15;B;700;800.0;10;2396.0;4.0;5135.644444444444;1.8661728053170867;1717.1713174093413;6439.62943898772;0.0;0.0;1.5954403714229781;;0.0;False
907;Tumor_CD15;B;800;900.0;11;1886.0;2.0;2567.822222222222;1.4689490445859872;1530.4940378844994;5490.038039210776;0.0;0.0;0.4454915898690202;;0.0;False
908;Tumor_CD15;B;900;1000.0;12;1548.0;0.0;0.0;1.2056909443367487;1390.7707215785065;4823.0147732152245;0.0;-0.0;-1.113051904229793;;0.0;False
909;Tumor_CD15;B;1000;1100.0;13;1464.0;0.0;0.0;1.1402658543339794;1353.520249817736;4651.296615626103;0.0;-0.0;-1.0816240098344603;;0.0;False
910;Tumor_CD15;B;1100;1200.0;14;1256.0;1.0;1283.911111111111;0.9782608695652174;1255.9999999999998;4213.653976558871;0.0;0.0;0.02222222222222217;;0.0;False
911;Tumor_CD15;B;1200;inf;15;4479.0;7.0;8987.377777777778;3.4885592633619495;2303.22123702146;9902.671537079113;0.0;0.0;1.957422806507307;;0.0;False
912;Tumor_CD15;BnT;0;50.0;0;84620990.0;0.0;0.0;11717.112988091942;;;0.0;-0.0;;;0.0;False
913;Tumor_CD15;BnT;50;100.0;1;4968.0;0.0;0.0;0.6878980891719745;5726.584322264013;18453.075551627273;0.0;-0.0;-0.8675328468813839;;0.0;False
914;Tumor_CD15;BnT;100;150.0;2;4735.0;0.0;0.0;0.6556355580171698;5603.002933695466;17929.0636206333;0.0;-0.0;-0.8450825487747918;;0.0;False
915;Tumor_CD15;BnT;150;200.0;3;4046.0;0.0;0.0;0.560232622542232;5212.863656379284;16321.355830055265;0.0;-0.0;-0.7761568816496235;;0.0;False
916;Tumor_CD15;BnT;200;250.0;4;3505.0;1.0;7222.0;0.4853226253115481;4876.215938102003;14987.61103494199;0.0;0.0;0.762271410286803;;0.0;False
917;Tumor_CD15;BnT;250;300.0;5;3393.0;0.0;0.0;0.4698144558294101;4802.62322850752;14702.313447220762;0.0;-0.0;-0.7064888996204727;;0.0;False
918;Tumor_CD15;BnT;300;400.0;6;5716.0;0.0;0.0;0.7914705067848241;6098.923675534888;20077.86772426339;0.0;-0.0;-0.9372145486799677;;0.0;False
919;Tumor_CD15;BnT;400;500.0;7;4850.0;0.0;0.0;0.6715591248961507;5664.4847515021165;18188.84223760934;0.0;-0.0;-0.856212032120639;;0.0;False
920;Tumor_CD15;BnT;500;600.0;8;3989.0;0.0;0.0;0.5523400720022155;5178.758816067803;16184.04506845721;0.0;-0.0;-0.7702617831175271;;0.0;False
921;Tumor_CD15;BnT;600;700.0;9;3291.0;0.0;0.0;0.45569094433674884;4734.317994706312;14439.46691348515;0.0;-0.0;-0.6951370828237222;;0.0;False
922;Tumor_CD15;BnT;700;800.0;10;2396.0;0.0;0.0;0.3317640542785932;4072.629371794099;11986.309280682546;0.0;-0.0;-0.5883177135130516;;0.0;False
923;Tumor_CD15;BnT;800;900.0;11;1886.0;0.0;0.0;0.2611464968152866;3629.8853287672873;10433.726733344965;0.0;-0.0;-0.5195756419777832;;0.0;False
924;Tumor_CD15;BnT;900;1000.0;12;1548.0;0.0;0.0;0.21434505677097757;3298.502387447976;9315.379540544938;0.0;-0.0;-0.4693038895138332;;0.0;False
925;Tumor_CD15;BnT;1000;1100.0;13;1464.0;0.0;0.0;0.20271392965937413;3210.1551364381125;9023.33766294353;0.0;-0.0;-0.456052725733501;;0.0;False
926;Tumor_CD15;BnT;1100;1200.0;14;1256.0;0.0;0.0;0.17391304347826086;2978.865555878613;8270.69232243522;0.0;-0.0;-0.42163702135578396;;0.0;False
927;Tumor_CD15;BnT;1200;inf;15;4479.0;7.0;50554.0;0.6201883134865688;5462.568798193757;17342.366503347283;7.0;6.379811686513431;8.434676377025232;;0.0;False
928;Tumor_CD15;DC;0;50.0;0;84620990.0;30.0;5112.920353982301;496512.662870396;;;0.0;-0.0;;;946.3688634163843;False
929;Tumor_CD15;DC;50;100.0;1;4968.0;30.0;5112.920353982301;29.14968152866242;879.7125837956938;7039.564826188069;0.0;0.0;0.16473602475596472;;946.3688634163843;False
930;Tumor_CD15;DC;100;150.0;2;4735.0;27.0;4601.628318584071;27.782556770977568;860.7281252548448;6761.859842672018;0.0;-0.0;-0.15495215911114799;;946.3688634163843;False
931;Tumor_CD15;DC;150;200.0;3;4046.0;25.0;4260.766961651917;23.739857380227082;800.7952905363098;5931.728802121285;0.0;0.0;0.2681920887772491;;946.3688634163843;False
932;Tumor_CD15;DC;200;250.0;4;3505.0;11.0;1874.7374631268437;20.565546247576847;749.0797796124182;5268.9480803586885;0.0;-0.0;-2.1763536825365537;;946.3688634163843;False
933;Tumor_CD15;DC;250;300.0;5;3393.0;17.0;2897.321533923304;19.908387565771253;737.774535672468;5130.326265314929;0.0;-0.0;-0.6718562949924726;;946.3688634163843;False
934;Tumor_CD15;DC;300;400.0;6;5716.0;21.0;3579.0442477876104;33.538562725006926;936.9110106557109;7922.256828302274;0.0;-0.0;-2.280852426653423;;946.3688634163843;False
935;Tumor_CD15;DC;400;500.0;7;4850.0;32.0;5453.781710914454;28.457317917474384;870.1729052066332;6899.100599823396;0.0;0.0;0.6938640669018291;;946.3688634163843;False
936;Tumor_CD15;DC;500;600.0;8;3989.0;30.0;5112.920353982301;23.40541055109388;795.5561365307175;5862.391537249912;0.0;0.0;1.4127480166057458;;946.3688634163843;False
937;Tumor_CD15;DC;600;700.0;9;3291.0;17.0;2897.321533923304;19.30990376626973;727.2815488704726;5003.617169661345;0.0;-0.0;-0.541301325034453;;946.3688634163843;False
938;Tumor_CD15;DC;700;800.0;10;2396.0;20.0;3408.6135693215338;14.058501800055387;625.6335549926517;3869.254436140669;0.0;0.0;1.618541015328737;;946.3688634163843;False
939;Tumor_CD15;DC;800;900.0;11;1886.0;17.0;2897.321533923304;11.06608280254777;557.6196248498605;3199.0938700990896;0.0;0.0;1.813640497670079;;946.3688634163843;False
940;Tumor_CD15;DC;900;1000.0;12;1548.0;18.0;3067.7522123893805;9.082871780670175;506.7128840898511;2741.217656530225;18.0;8.917128219329825;2.999237359277203;;946.3688634163843;False
941;Tumor_CD15;DC;1000;1100.0;13;1464.0;9.0;1533.8761061946902;8.590002769315978;493.1410611525776;2625.258455829923;0.0;0.0;0.141695980520005;;946.3688634163843;False
942;Tumor_CD15;DC;1100;1200.0;14;1256.0;8.0;1363.4454277286136;7.369565217391305;457.6105698389391;2333.590542674769;0.0;0.0;0.23479664765267583;;946.3688634163843;False
943;Tumor_CD15;DC;1200;inf;15;4479.0;27.0;4601.628318584071;26.280479783993353;839.1547633268606;6455.058457565294;0.0;0.0;0.1461331377038326;;946.3688634163843;False
944;Tumor_CD15;MacCD163;0;50.0;0;84620990.0;301.0;3534.669918699187;7206024.487676544;;;0.0;-0.0;;;920.8573620870806;False
945;Tumor_CD15;MacCD163;50;100.0;1;4968.0;314.0;3687.330081300813;423.05732484076435;230.91816732340484;5511.770729174965;0.0;-0.0;-5.545990311388478;;920.8573620870806;False
946;Tumor_CD15;MacCD163;100;150.0;2;4735.0;321.0;3769.531707317073;403.2158681805594;225.9348847665441;5267.035995520016;0.0;-0.0;-4.273214796734617;;920.8573620870806;False
947;Tumor_CD15;MacCD163;150;200.0;3;4046.0;292.0;3428.9821138211382;344.5430628634727;210.20295071146097;4540.990121860001;0.0;-0.0;-2.9353436005083626;;920.8573620870806;False
948;Tumor_CD15;MacCD163;200;250.0;4;3505.0;250.0;2935.7723577235774;298.47341456660206;196.62800450208397;3968.023566415943;0.0;-0.0;-2.8949469518233837;;920.8573620870806;False
949;Tumor_CD15;MacCD163;250;300.0;5;3393.0;207.0;2430.819512195122;288.9358903350872;193.66046003376064;3849.0355332174145;0.0;-0.0;-4.968388940298612;;920.8573620870806;False
950;Tumor_CD15;MacCD163;300;400.0;6;5716.0;424.0;4979.069918699187;486.75436167266685;245.93233916497127;6295.126401987024;0.0;-0.0;-2.996474899571792;;920.8573620870806;False
951;Tumor_CD15;MacCD163;400;500.0;7;4850.0;425.0;4990.8130081300815;413.00886181113265;228.4140709432719;5387.874032824338;0.0;0.0;0.6164813207372557;;920.8573620870806;False
952;Tumor_CD15;MacCD163;500;600.0;8;3989.0;377.0;4427.144715447154;339.68914428136253;208.82771081654383;4480.7516793887235;0.0;0.0;2.0981157803911694;;920.8573620870806;False
953;Tumor_CD15;MacCD163;600;700.0;9;3291.0;351.0;4121.824390243903;280.2499307671005;190.90612716789343;3740.549574974183;351.0;70.75006923289948;4.352004844314031;;920.8573620870806;False
954;Tumor_CD15;MacCD163;700;800.0;10;2396.0;224.0;2630.4520325203252;204.0348933813348;164.22426664807355;2782.718594983391;0.0;0.0;1.4276333047828258;;920.8573620870806;False
955;Tumor_CD15;MacCD163;800;900.0;11;1886.0;246.0;2888.8;160.60509554140128;146.37110370561535;2230.677609019287;246.0;85.39490445859872;6.851079035496328;;920.8573620870806;False
956;Tumor_CD15;MacCD163;900;1000.0;12;1548.0;149.0;1749.720325203252;131.82220991415122;133.00845379331273;1861.2109731510657;0.0;0.0;1.5165977759332014;;920.8573620870806;False
957;Tumor_CD15;MacCD163;1000;1100.0;13;1464.0;209.0;2454.3056910569107;124.66906674051509;129.4459487915191;1768.821914962319;209.0;84.33093325948491;7.650341322399056;;920.8573620870806;False
958;Tumor_CD15;MacCD163;1100;1200.0;14;1256.0;170.0;1996.3252032520325;106.95652173913044;120.11945274113293;1538.8596951129675;170.0;63.04347826086956;6.16324155961227;;920.8573620870806;False
959;Tumor_CD15;MacCD163;1200;inf;15;4479.0;660.0;7750.4390243902435;381.4158127942398;220.27203386367282;4997.701000701913;660.0;278.5841872057602;14.851812856165614;;920.8573620870806;False
960;Tumor_CD15;Neutrophil;0;50.0;0;84620990.0;35.0;4826.157517899761;613683.7927513154;;;0.0;-0.0;;;133.0102698370553;False
961;Tumor_CD15;Neutrophil;50;100.0;1;4968.0;55.0;7583.961813842482;36.02866242038217;791.2862915700804;6831.33682074743;55.0;18.97133757961783;3.305961245267951;;133.0102698370553;False
962;Tumor_CD15;Neutrophil;100;150.0;2;4735.0;47.0;6480.8400954653935;34.33891235114927;774.2100986487079;6558.125459363366;0.0;0.0;2.254995250659415;;133.0102698370553;False
963;Tumor_CD15;Neutrophil;150;200.0;3;4046.0;59.0;8135.522673031026;29.342183605649403;720.3015478319267;5742.18052330144;59.0;29.657816394350597;5.677514764948506;;133.0102698370553;False
964;Tumor_CD15;Neutrophil;200;250.0;4;3505.0;25.0;3447.255369928401;25.418772500692327;673.7843379961264;5091.640865141187;0.0;-0.0;-0.0857019476637511;;133.0102698370553;False
965;Tumor_CD15;Neutrophil;250;300.0;5;3393.0;22.0;3033.5847255369927;24.606532124065357;663.6154661198821;4955.695001811655;0.0;-0.0;-0.541601714867325;;133.0102698370553;False
966;Tumor_CD15;Neutrophil;300;400.0;6;5716.0;33.0;4550.377088305489;41.453267792855165;842.7352896944686;7700.489952827498;0.0;-0.0;-1.3831424006429158;;133.0102698370553;False
967;Tumor_CD15;Neutrophil;400;500.0;7;4850.0;27.0;3723.035799522673;35.17290916643589;782.7055152659173;6693.13063670446;0.0;-0.0;-1.439831684454722;;133.0102698370553;False
968;Tumor_CD15;Neutrophil;500;600.0;8;3989.0;23.0;3171.474940334129;28.928811271116036;715.5890191942635;5674.083366402689;0.0;-0.0;-1.142450537581453;;133.0102698370553;False
969;Tumor_CD15;Neutrophil;600;700.0;9;3291.0;22.0;3033.5847255369927;23.86681320963722;654.177205525473;4831.4695965737155;0.0;-0.0;-0.39349471716342743;;133.0102698370553;False
970;Tumor_CD15;Neutrophil;700;800.0;10;2396.0;17.0;2344.1336515513126;17.37614234284132;562.7465887505299;3721.166947462536;0.0;-0.0;-0.09216643776348181;;133.0102698370553;False
971;Tumor_CD15;Neutrophil;800;900.0;11;1886.0;15.0;2068.3532219570407;13.677547770700636;501.56923202160226;3067.105281535248;0.0;0.0;0.3635654069569938;;133.0102698370553;False
972;Tumor_CD15;Neutrophil;900;1000.0;12;1548.0;19.0;2619.9140811455845;11.22632234837995;455.77949699461936;2621.278695637053;0.0;0.0;2.3518260216041242;;133.0102698370553;False
973;Tumor_CD15;Neutrophil;1000;1100.0;13;1464.0;15.0;2068.3532219570407;10.61714206590972;443.5718764152427;2508.5319459946045;0.0;0.0;1.3624696561945355;;133.0102698370553;False
974;Tumor_CD15;Neutrophil;1100;1200.0;14;1256.0;2.0;275.78042959427205;9.108695652173912;411.6128124810597;2225.2741016219647;0.0;-0.0;-2.3814117070294856;;133.0102698370553;False
975;Tumor_CD15;Neutrophil;1200;inf;15;4479.0;3.0;413.67064439140813;32.48236291885904;754.8052317965834;6256.430489928826;0.0;-0.0;-5.385931607723911;;133.0102698370553;False
976;Tumor_CD15;T;0;50.0;0;84620990.0;258.0;4774.570147341447;4572603.34360288;;;0.0;-0.0;;;923.4248387321394;False
977;Tumor_CD15;T;50;100.0;1;4968.0;205.0;3793.7475976937862;268.45222929936307;289.88397245930867;5650.624589080379;0.0;-0.0;-4.050766906304366;;923.4248387321394;False
978;Tumor_CD15;T;100;150.0;2;4735.0;202.0;3738.2293401665597;255.8617765162005;283.62819033435;5402.893347935181;0.0;-0.0;-3.514356801622628;;923.4248387321394;False
979;Tumor_CD15;T;150;200.0;3;4046.0;136.0;2516.827674567585;218.63078094710608;263.8790489341049;4667.387673893733;0.0;-0.0;-5.794974370300522;;923.4248387321394;False
980;Tumor_CD15;T;200;250.0;4;3505.0;120.0;2220.7303010890455;189.39715452783162;246.8376901761152;4086.258340695855;0.0;-0.0;-5.202891414170366;;923.4248387321394;False
981;Tumor_CD15;T;250;300.0;5;3393.0;110.0;2035.6694426649583;183.34509138742732;243.1123722901369;3965.485887463841;0.0;-0.0;-5.583140605099137;;923.4248387321394;False
982;Tumor_CD15;T;300;400.0;6;5716.0;216.0;3997.314541960282;308.8713652727776;308.73206841931346;6443.008463257665;0.0;-0.0;-5.566915891955335;;923.4248387321394;False
983;Tumor_CD15;T;400;500.0;7;4850.0;214.0;3960.3023702754645;262.0759484907228;286.7404458390005;5525.22214958279;0.0;-0.0;-3.102797818149744;;923.4248387321394;False
984;Tumor_CD15;T;500;600.0;8;3989.0;195.0;3608.686739269699;215.55071309886458;262.15263646321097;4606.322283201281;0.0;-0.0;-1.4507321607031483;;923.4248387321394;False
985;Tumor_CD15;T;600;700.0;9;3291.0;201.0;3719.723254324151;177.83339102741624;239.65471037514953;3855.3437158774886;0.0;0.0;1.788920625232187;;923.4248387321394;False
986;Tumor_CD15;T;700;800.0;10;2396.0;175.0;3238.5650224215246;129.470922182221;206.15953842855217;2881.468613565883;175.0;45.52907781777901;4.086956290472725;;923.4248387321394;False
987;Tumor_CD15;T;800;900.0;11;1886.0;139.0;2572.345932094811;101.9124203821656;183.74750452619165;2318.6923068826914;139.0;37.08757961783439;3.7352666849251177;;923.4248387321394;False
988;Tumor_CD15;T;900;1000.0;12;1548.0;116.0;2146.7059577194104;83.648158404874;166.9726527072083;1941.1905495669253;116.0;32.351841595126004;3.5856527881200986;;923.4248387321394;False
989;Tumor_CD15;T;1000;1100.0;13;1464.0;106.0;1961.6450992953235;79.10911104957076;162.50044892265393;1846.6593144495935;106.0;26.890888950429243;3.062422920026454;;923.4248387321394;False
990;Tumor_CD15;T;1100;1200.0;14;1256.0;96.0;1776.5842408712365;67.8695652173913;150.79239773053808;1611.0889608141506;96.0;28.130434782608702;3.4523241801719102;;923.4248387321394;False
991;Tumor_CD15;T;1200;inf;15;4479.0;633.0;11714.352338244715;242.02848933813348;276.5193095814984;5130.153213040631;633.0;390.97151066186655;26.165812250852024;;923.4248387321394;False
992;Tumor_CD15;Tumor;0;50.0;0;84620990.0;2353.0;4789.393271093888;41573781.52087372;;;0.0;-0.0;;;752.6318117380217;False
993;Tumor_CD15;Tumor;50;100.0;1;4968.0;2396.0;4876.91724502378;2440.748407643312;96.13824817429426;5194.388273894988;0.0;-0.0;-0.9474143403475682;;752.6318117380217;False
994;Tumor_CD15;Tumor;100;150.0;2;4735.0;2243.0;4565.494733133697;2326.2769142896705;94.06355625755499;4956.502747782187;0.0;-0.0;-1.8020291131900363;;752.6318117380217;False
995;Tumor_CD15;Tumor;150;200.0;3;4046.0;2061.0;4195.0444248722915;1987.775373857657;87.51387418628248;4252.079425152175;0.0;0.0;1.703094809344571;;752.6318117380217;False
996;Tumor_CD15;Tumor;200;250.0;4;3505.0;1913.0;3893.7991192531267;1721.9853399335364;81.86221168282079;3697.770777001273;1913.0;191.01466006646365;4.749433361995499;;752.6318117380217;False
997;Tumor_CD15;Tumor;250;300.0;5;3393.0;1656.0;3370.690716927955;1666.9604160897259;80.62673276892329;3582.861446489614;0.0;-0.0;-0.2766983394451039;;752.6318117380217;False
998;Tumor_CD15;Tumor;300;400.0;6;5716.0;2762.0;5621.888744054959;2808.2362918859044;102.38910403101193;5957.1079145649865;0.0;-0.0;-0.91915303718779;;752.6318117380217;False
999;Tumor_CD15;Tumor;400;500.0;7;4850.0;2412.0;4909.484305090717;2382.7757200221545;95.09571677870937;5073.93330006709;0.0;0.0;0.6255203399869037;;752.6318117380217;False
1000;Tumor_CD15;Tumor;500;600.0;8;3989.0;2096.0;4266.284868768716;1959.7716179728607;86.9413200392908;4193.731163169973;2096.0;136.22838202713933;3.1893335486901293;;752.6318117380217;False
1001;Tumor_CD15;Tumor;600;700.0;9;3291.0;1745.0;3551.8449885502905;1616.848431874827;79.48002032233391;3478.161145034499;1745.0;128.15156812517307;3.2818938330969822;;752.6318117380217;False
1002;Tumor_CD15;Tumor;700;800.0;10;2396.0;1158.0;2357.040972344548;1177.1403350872336;68.37155121338841;2557.002699307147;0.0;-0.0;-0.5698134233324648;;752.6318117380217;False
1003;Tumor_CD15;Tumor;800;900.0;11;1886.0;820.0;1669.061828430509;926.5804140127389;60.93873711498813;2029.4997596772455;0.0;-0.0;-3.5599387489790004;;752.6318117380217;False
1004;Tumor_CD15;Tumor;900;1000.0;12;1548.0;917.0;1866.4996300863131;760.5230545555248;55.37546000939786;1678.3992432329399;917.0;156.47694544447518;5.751638542275947;;752.6318117380217;False
1005;Tumor_CD15;Tumor;1000;1100.0;13;1464.0;932.0;1897.0312488990664;719.2543616726668;53.89228095097006;1590.9066234557838;932.0;212.74563832733315;8.035125648013082;;752.6318117380217;False
1006;Tumor_CD15;Tumor;1100;1200.0;14;1256.0;738.0;1502.1556455874581;617.0652173913044;50.00937731336735;1373.7630841370335;738.0;120.93478260869563;4.922189773429982;;752.6318117380217;False
1007;Tumor_CD15;Tumor;1200;inf;15;4479.0;2183.0;4443.368257882685;2200.505659789532;91.70593939360424;4694.950984332452;0.0;-0.0;-0.38854345043436006;;752.6318117380217;False
